task_id,sonnet_C,sonnet_C_ir,gpt_C,gpt_C_ir,gemini_C,gemini_C_ir,consensus_C,consensus_C_method,sonnet_D,sonnet_D_ir,gpt_D,gpt_D_ir,gemini_D,gemini_D_ir,consensus_D,consensus_D_method,sonnet_R,sonnet_R_ir,gpt_R,gpt_R_ir,gemini_R,gemini_R_ir,consensus_R,consensus_R_method,dispute_axes
20870,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R1,R1,R2,R2,R1,R2,majority,
20871,C2,C2,C2,C2,C2,C3,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R0,R0,R1,R1,R0,R1,majority,
20872,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20873,C1,C1,C1,C1,C1,C2,C1,unanimous,D1,D3,D1,D1,D3,D1,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20874,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20875,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
20876,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20877,C3,C3,C3,C3,C3,C2,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R3,R3,R3,R3,R3,R1,R3,unanimous,
20878,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D1,D1,unanimous,R1,R1,R1,R0,R1,R1,R1,unanimous,
20879,C0,C0,C0,C0,C0,C0,C0,unanimous,D0,D1,D1,D0,D1,D1,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20880,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20881,C2,C2,C2,C2,C2,C2,C2,unanimous,D2,D3,D3,D1,D3,D1,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20882,C0,C0,C0,C1,C2,C2,C0,majority,D1,D1,D1,D0,D0,D0,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20887,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D1,D1,D0,D0,D0,D0,majority,R1,R1,R1,R0,R1,R1,R1,unanimous,
20888,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20889,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20890,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D2,D0,D0,D0,D2,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20893,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
20894,C0,C0,C0,C0,C0,C0,C0,unanimous,D2,D3,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20895,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D4,D4,D4,D3,majority,R1,R1,R1,R0,R2,R2,R1,majority,
20896,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D2,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20897,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20898,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D0,D3,D0,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20899-1,C2,C1,C1,C1,C2,C2,C2,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20899-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D2,D2,D2,D0,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
209,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D0,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20900,C1,C0,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20901,C1,C1,C1,C2,C1,C1,C1,unanimous,D0,D0,D0,D2,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20902,C2,C1,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20903,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R1,R2,R2,R1,R1,R2,majority,
20904,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R0,R2,unanimous,
20905,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20906,C0,C0,C0,C1,C0,C0,C0,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20907,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R0,R1,R0,R1,unanimous,
20908-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20908-2,C1,C0,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20909,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
2091-1,C2,C2,C2,C2,C2,C1,C2,unanimous,D1,D3,D1,D1,D1,D1,D1,unanimous,R2,R2,R2,R1,R2,R2,R2,unanimous,
2091-2,C2,C2,C2,C2,C2,C1,C2,unanimous,D1,D3,D1,D1,D1,D1,D1,unanimous,R2,R2,R2,R1,R2,R2,R2,unanimous,
20910,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D1,D1,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20912,C1,C2,C1,C1,C2,C1,C1,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
20913,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R3,R3,R3,R2,R3,R3,R3,unanimous,
20914,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D1,D1,D3,D3,D1,D3,majority,R3,R3,R3,R2,R3,R3,R3,unanimous,
20915-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D3,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20915-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D3,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20916,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D1,D1,D0,D1,D0,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20917,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D1,D1,D0,D1,D0,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20918,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D2,D2,D3,D3,D3,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20919,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D3,D3,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
2092,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D3,D1,D1,D1,D1,D1,unanimous,R2,R2,R2,R1,R2,R2,R2,unanimous,
20920,C2,C1,C2,C2,C2,C1,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20921,C2,C2,C2,C2,C2,C1,C2,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20922,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D3,D3,D2,D3,D3,D3,majority,R0,R1,R0,R0,R0,R0,R0,unanimous,
20923,C0,C1,C1,C1,C0,C0,C0,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20924,C2,C1,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20925,C2,C1,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20926,C1,C1,C1,C2,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20927,C1,C1,C2,C2,C2,C1,C2,majority,D2,D2,D2,D0,D0,D2,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20928,C1,C1,C1,C2,C1,C1,C1,unanimous,D0,D1,D1,D0,D0,D0,D0,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20929,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
2093,C2,C2,C2,C2,C2,C1,C2,unanimous,D3,D3,D3,D1,D3,D3,D3,unanimous,R2,R2,R2,R1,R2,R2,R2,unanimous,
20930,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20931,C2,C2,C2,C2,C2,C2,C2,unanimous,D2,D2,D3,D3,D2,D3,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20932,C2,C2,C1,C1,C1,C1,C1,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20933,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D2,D2,D1,D1,D1,majority,R2,R1,R2,R2,R2,R2,R2,unanimous,
20934,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
20935,C1,C0,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D0,D1,unanimous,R0,R0,R0,R0,R3,R3,R0,majority,
20936-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20936-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20937,C0,C0,C0,C0,C0,C0,C0,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20938,C0,C1,C0,C1,C1,C0,C0,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
2094-1,C2,C2,C2,C1,C2,C1,C2,unanimous,D1,D3,D1,D1,D1,D1,D1,unanimous,R2,R2,R1,R1,R2,R2,R2,majority,
2094-2,C2,C2,C1,C1,C2,C1,C2,majority,D1,D3,D1,D1,D1,D1,D1,unanimous,R2,R2,R1,R1,R2,R2,R2,majority,
20942-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20942-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20943,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20944,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20945,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20946,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20947,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20948,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20949,C2,C3,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
2095,C1,C1,C1,C1,C1,C0,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20950,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20951,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20952,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20953,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20954,C3,C3,C3,C3,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R4,R2,R4,R4,R4,R4,R4,unanimous,
20955,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R2,R0,unanimous,
20956-1,C2,C3,C2,C2,C3,C2,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
20956-2,C2,C3,C2,C2,C3,C2,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R2,R2,R0,majority,
20957,C4,C4,C3,C3,C4,C3,C4,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20958,C3,C3,C2,C2,C3,C2,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20959,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R0,R0,R1,R0,R1,majority,
20960-1,C2,C2,C2,C2,C2,C3,C2,unanimous,D1,D1,D1,D2,D2,D1,D1,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20960-2,C3,C3,C3,C2,C3,C3,C3,unanimous,D0,D0,D0,D1,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20961,C3,C3,C3,C2,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20962-1,C3,C3,C3,C2,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D1,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20962-2,C3,C3,C2,C2,C3,C3,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20963,C3,C3,C3,C2,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R2,R0,unanimous,
20964,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R1,R0,R0,R0,R0,R0,unanimous,
20965,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20966,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R1,R0,R0,R0,unanimous,
2097,C0,C0,C0,C0,C0,C0,C0,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R0,R1,R0,R1,unanimous,
20976,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20977,C3,C3,C3,C2,C3,C3,C3,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R1,R3,R3,R2,R2,R2,majority,
20978,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20979,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
2098,C1,C1,C1,C1,C1,C0,C1,unanimous,D1,D3,D1,D1,D3,D1,D1,majority,R1,R2,R1,R1,R2,R1,R1,majority,
20980,C3,C3,C2,C2,C2,C2,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20981,C0,,C1,C1,C1,C0,C1,majority,,,D0,D0,D0,D0,D0,unanimous,,,R0,R0,R0,R0,R0,unanimous,
20982,,,C1,C1,C1,C1,C1,unanimous,,,D0,D0,D0,D0,D0,unanimous,,,R0,R0,R0,R0,R0,unanimous,
20989-1,C0,C0,C0,C0,C1,C1,C0,majority,D2,D2,D2,D2,D2,D3,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20989-2,C0,C0,C0,C0,C0,C0,C0,unanimous,D1,D1,D2,D2,D2,D3,D2,majority,R0,R0,R0,R0,R0,R0,R0,unanimous,
20990,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20991,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D2,D1,D3,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20992,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20993,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D3,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20994,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20995,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D3,D1,unanimous,R1,R1,R1,R1,R1,R2,R1,unanimous,
20996,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R0,R2,R2,R1,majority,
20997,C1,C1,C1,C2,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R1,R0,R1,R0,R1,R1,R1,unanimous,
20998,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
20999,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21,C2,C2,C2,C1,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
210,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D0,D1,D0,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21000,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21002,C2,C2,C2,C2,C2,C1,C2,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R1,R1,R1,R1,R1,R0,R1,unanimous,
21003,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D3,D3,D1,D1,majority,R3,R3,R3,R3,R3,R3,R3,unanimous,
21004,C1,C1,C1,C2,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R1,R0,R0,R0,R0,R0,unanimous,
21005,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R1,R0,R1,R1,R1,R1,R1,unanimous,
21009,C2,C1,C2,C2,C1,C1,C2,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R3,R3,R3,R3,R3,R2,R3,unanimous,
21010,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D1,D1,D1,D1,D0,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21011,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
21012,C2,C3,C2,C2,C3,C2,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
21013,C1,C1,C1,C1,C1,C0,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21014,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21015,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21016,C2,C2,C3,C3,C2,C3,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R3,R2,R3,R3,R3,R3,R3,unanimous,
21017,C1,C1,C2,C2,C2,C2,C2,majority,D3,D3,D3,D3,D3,D3,D3,unanimous,R1,R1,R2,R2,R2,R2,R2,majority,
21019,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R2,R1,R2,R2,R3,R3,R2,majority,
2102,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D2,D1,D1,D2,D1,D1,majority,R1,R1,R1,R1,R0,R0,R1,majority,
21021,C0,C0,C0,C1,C0,C0,C0,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R0,R0,R2,R0,R0,R0,unanimous,
21022,C1,C1,C1,C2,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R1,R2,R2,R2,R2,R2,unanimous,
21023,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R2,R1,R2,R2,R2,R2,R2,unanimous,
21024,C1,C1,C1,C1,C1,C1,C1,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R2,R2,R2,R0,R2,R2,R2,unanimous,
21025,C2,C1,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21026,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D3,D3,D3,D3,D3,unanimous,R0,R1,R0,R0,R0,R0,R0,unanimous,
21027,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21028,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R1,R0,R0,R0,R0,R0,unanimous,
21029,C0,C0,C1,C1,C0,C0,C0,majority,D2,D2,D2,D2,D2,D2,D2,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
2103,C2,C2,C2,C2,C2,C2,C2,unanimous,D3,D3,D4,D4,D4,D4,D4,majority,R3,R2,R3,R3,R3,R3,R3,unanimous,
21030,C1,C1,C1,C1,C1,C1,C1,unanimous,D1,D1,D1,D1,D1,D1,D1,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21035,C3,C3,C2,C2,C3,C3,C3,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21036-1,C2,C2,C2,C2,C2,C3,C2,unanimous,D3,D3,D3,D2,D3,D3,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
21036-2,C2,C2,C2,C2,C2,C1,C2,unanimous,D3,D3,D3,D2,D3,D2,D3,unanimous,R2,R2,R2,R2,R2,R2,R2,unanimous,
21037,C2,C2,C2,C2,C2,C2,C2,unanimous,D1,D2,D2,D1,D1,D0,D1,majority,R1,R1,R1,R1,R2,R2,R1,majority,
21039-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21039-2,C1,C1,C2,C2,C2,C2,C2,majority,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
2104,C1,C1,C1,C1,C1,C1,C1,unanimous,D2,D2,D2,D2,D2,D2,D2,unanimous,R1,R1,R1,R1,R0,R0,R1,majority,
21040-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R0,R0,R1,R0,R1,majority,
21040-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21041-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R0,R1,R1,R1,unanimous,
21041-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R1,R0,R1,R1,R1,majority,
21042-1,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
21042-2,C1,C1,C1,C1,C1,C1,C1,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R1,R1,R0,majority,
21045-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R0,R1,R1,R1,unanimous,
21045-2,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R1,R1,R1,R0,R1,R1,R1,unanimous,
21049-1,C2,C2,C2,C2,C2,C2,C2,unanimous,D0,D0,D0,D0,D0,D0,D0,unanimous,R0,R0,R0,R0,R0,R0,R0,unanimous,
